56538143	56538676
79888343	79888858
40566807	40567348
45410219	45410750
90863182	90863608
75242690	75243166
73928741	73929229
65325350	65325820
51169086	51169507
80748134	80748545
51425057	51425480
78600667	78601114
70805075	70805499
51178047	51178459
89600703	89601160
39109838	39110297
69758262	69758708
41196102	41196538
64973591	64974067
62126282	62126711
89447897	89448355
67066623	67067094
99322780	99323217
41149820	41150247
74913339	74913791
74731044	74731436
74604052	74604500
85874308	85874712
75127580	75128096
51673366	51673817
92625498	92625907
77835678	77836221
41151303	41151721
63779464	63779892
80859968	80860443
79476715	79477131
90303944	90304354
45497286	45497684
80285726	80286139
64237451	64237903
70780354	70780768
74189687	74190118
85471390	85471780
53072672	53073070
45455172	45455621
101555335	101555763
67196015	67196406
83679536	83679989
74924230	74924708
56189898	56190275
63340102	63340567
56783310	56783695
51455043	51455410
78715208	78715566
90418192	90418591
41757994	41758367
22460932	22461645
74927460	74927837
76440246	76440652
67155152	67155550
91429209	91429626
92249641	92250034
91790798	91791225
42351919	42352298
55582600	55583044
62127699	62128088
76431787	76432223
80145859	80146250
89157718	89158111
69768082	69768465
57852013	57852432
66911453	66911868
75092466	75092888
57834399	57834812
64445729	64446141
50295928	50296329
72448341	72448741
20561595	20562017
69770540	69770951
66990687	66991095
76443274	76443694
75600413	75600821
73419663	73420050
69351417	69351868
91477456	91477911
65596491	65596913
41849771	41850134
41074791	41075195
33992879	33993301
72492023	72492426
98985611	98986003
69217229	69217593
40881969	40882296
68966303	68966734
90016012	90016419
44955807	44956183
65020354	65020762
41184003	41184461
42996605	42996979
89959463	89959947
78259107	78259493
62546576	62546923
69868264	69868653
66790057	66790597
90283284	90283682
85498554	85498908
88998235	88998629
78469698	78470159
44067616	44068004
66149197	66149573
78251713	78252074
67749264	67749621
51484820	51485284
65102095	65102521
65809952	65810389
73992616	73993005
71117452	71117825
40396971	40397386
59249561	59249925
91599071	91599462
62637132	62637537
63385810	63386155
42103586	42103969
45750964	45751323
65346549	65346986
42281699	42282100
68842779	68843184
75193913	75194319
85839795	85840159
101547187	101547559
65127963	65128350
67239000	67239383
42196713	42197099
45329318	45329649
71735825	71736169
78487985	78488373
77789146	77789551
57853175	57853548
70021462	70021874
52093620	52093960
75660081	75660458
42677716	42678072
89985875	89986278
86397557	86397936
79320651	79321101
89750057	89750439
65589998	65590422
74667524	74667914
64183207	64183595
22836720	22837136
40971268	40971575
90441855	90442258
88790041	88790446
45145535	45145859
58158334	58158707
34635250	34635625
55460510	55460910
41522730	41523253
74674682	74675081
84107429	84107790
60800010	60800351
99202472	99202807
78400586	78401095
89973935	89974309
69755038	69755385
42376578	42376983
32943434	32943798
52371050	52371444
65611152	65611514
93461174	93461527
73997139	73997603
74200612	74201049
75497133	75497511
99447718	99448062
79673359	79673734
40571554	40571916
84811584	84811924
40337313	40337659
52432021	52432438
89200593	89200957
75321629	75322001
79001743	79002120
84228135	84228488
73014443	73014796
41896046	41896462
44876362	44876730
58474753	58475152
75280412	75280744
45997845	45998203
38991868	38992217
96900067	96900423
52500537	52500923
57430499	57430830
58024743	58025088
93631060	93631434
77925816	77926245
88993428	88993812
101413291	101413634
47488192	47488534
71740956	71741309
43668265	43668672
69686975	69687327
78534437	78534831
72093519	72093911
58363038	58363371
90614499	90614869
80465678	80466064
89720971	89721343
38732459	38732884
22511058	22511452
52548537	52548875
74257076	74257484
73557907	73558257
90701117	90701467
101458133	101458515
59821132	59821452
89560797	89561178
55401072	55401443
66273183	66273546
90514804	90515155
59785107	59785435
