177591235	177591467
172759075	172759285
42889521	42889709
153989954	153990181
132446988	132447201
38441915	38442124
38809975	38810192
95194499	95194733
923611	923827
177503219	177503428
55566445	55566653
176087886	176088107
174961136	174961382
177707042	177707271
150494939	150495154
172721023	172721225
40904908	40905115
172359465	172359681
176540970	176541168
80490935	80491143
153451955	153452170
141071725	141071940
134801884	134802118
175843540	175843770
134887604	134887803
150880370	150880564
53813327	53813560
171615716	171615941
138598409	138598614
132155898	132156096
10628066	10628282
87986847	87987048
159626427	159626640
10284188	10284401
139348422	139348655
131836935	131837147
14727550	14727740
50258797	50259049
10452917	10453098
154029854	154030027
43105862	43106084
139536786	139536992
138893206	138893404
149838486	149838696
32329531	32329743
32613266	32613456
1167869	1168076
40688333	40688523
172143885	172144105
142078754	142078949
139167116	139167331
159772409	159772617
180586387	180586576
173846637	173846837
179095493	179095692
55497030	55497227
1667414	1667615
175156886	175157116
140998715	140998917
158533894	158534090
38922303	38922494
131343625	131343802
148761525	148761721
87976296	87976506
176831471	176831686
143204759	143204955
148067074	148067297
141044640	141044843
133375316	133375536
150431297	150431504
173400259	173400445
151038591	151038791
34898488	34898663
96204695	96204853
176538925	176539136
34486385	34486565
153344695	153344875
178594189	178594385
172140115	172140318
150544441	150544625
153784812	153785036
38193296	38193494
126011889	126012065
134527108	134527324
176881474	176881687
317330	317530
169765954	169766189
98368275	98368453
39217995	39218168
149509588	149509789
76070473	76070655
133625288	133625486
107596373	107596550
87077055	87077239
75552178	75552369
81608248	81608425
170845767	170845981
148822177	148822380
172124584	172124782
95182785	95182964
176001125	176001318
141258820	141258998
68389552	68389740
137785741	137785946
14352298	14352483
157170559	157170784
139012965	139013158
132583664	132583874
170171575	170171769
138758105	138758264
176817590	176817784
139624145	139624348
1140498	1140695
4879918	4880098
154022133	154022306
150618876	150619074
127537112	127537311
671788	671985
133519952	133520141
133280036	133280223
131400478	131400669
149730169	149730358
149597792	149597985
142035340	142035534
145429084	145429278
149217338	149217532
133913552	133913744
173744363	173744545
159935886	159936070
95178891	95179083
149652192	149652373
102475077	102475247
178017741	178017924
37837576	37837753
151031668	151031871
149370428	149370612
55232043	55232213
131399197	131399377
89561177	89561353
141081792	141081982
1641777	1641994
6765887	6766086
112942325	112942489
167696447	167696635
176085119	176085299
40755199	40755381
169862088	169862270
7816471	7816656
139737305	139737487
6821082	6821257
122335728	122335923
78320900	78321089
149815723	149815904
137839530	137839706
149016485	149016627
180609026	180609196
150158788	150158962
149940608	149940786
1645078	1645252
41856876	41857029
180296090	180296267
73088659	73088837
169611147	169611335
35003553	35003733
35089891	35090064
171533955	171534150
168106562	168106729
174378271	174378451
174337314	174337499
103514893	103515070
76440452	76440644
137412885	137413048
35926658	35926818
107978110	107978271
112331841	112332000
157602040	157602217
1168355	1168534
169652954	169653134
149541272	149541456
180470349	180470541
148998370	148998539
136834985	136835175
125992216	125992362
125874928	125875101
176928046	176928238
171906037	171906236
34523349	34523500
33436098	33436273
135223168	135223346
81521475	81521650
150826967	150827152
131755437	131755632
173739064	173739239
39080803	39080967
173213864	173214052
135165877	135166058
54467988	54468148
163902457	163902611
7755210	7755384
177034540	177034725
54442509	54442677
14648778	14648930
174220780	174220983
135547959	135548131
98396150	98396313
149208081	149208252
139145361	139145550
177497061	177497229
90079626	90079791
10988120	10988301
68630656	68630861
10695270	10695436
150505784	150505976
38667222	38667404
79378709	79378888
162835550	162835722
81461833	81461986
36507541	36507705
158122631	158122795
76164034	76164191
39283516	39283683
32093414	32093589
118324164	118324357
110493927	110494083
89730045	89730209
36739859	36740020
114970494	114970662
176744986	176745158
43389939	43390113
172134295	172134466
173472506	173472697
112027484	112027650
94073675	94073838
43074071	43074253
118747843	118747993
108017114	108017282
179898071	179898234
36305927	36306101
148414952	148415116
140971701	140971869
136105868	136106050
179720582	179720727
80802894	80803053
130718159	130718334
68303680	68303864
31809253	31809425
132165701	132165885
142393674	142393848
133922556	133922733
173447502	173447632
157096035	157096203
172710925	172711091
134240293	134240478
139742867	139743038
148828959	148829115
34474725	34474875
141340377	141340545
139015364	139015537
78316953	78317114
75937455	75937605
74532661	74532850
153847335	153847499
72747191	72747381
37413181	37413328
137977622	137977793
131746676	131746854
131722349	131722505
10319617	10319786
148494366	148494514
54522347	54522532
150036136	150036331
7928000	7928157
32232662	32232836
180038266	180038434
43040502	43040660
79154056	79154219
142260164	142260329
96497781	96497918
162774708	162774846
77833748	77833902
176918530	176918783
38209008	38209173
68320103	68320251
134510512	134510680
176797875	176798056
176046370	176046528
154519288	154519445
170065812	170065987
36693326	36693492
135585480	135585629
180211618	180211767
67548606	67548753
18394416	18394574
173000170	173000355
137558575	137558734
173411355	173411508
75897417	75897561
