58299161	58299456
122232135	122232431
57632886	57633173
54069854	54070145
54140426	54140743
54773484	54773760
49208444	49208695
51735250	51735496
45342570	45342823
104026421	104026673
54608537	54608856
4713878	4714111
14783087	14783322
54973547	54973788
53553205	53553459
111325875	111326132
69550889	69551128
5112248	5112513
3182641	3182864
46465962	46466223
53715352	53715605
125391363	125391633
53374714	53374956
123237111	123237334
125667766	125667980
49628265	49628520
125256471	125256691
69684829	69685060
50260965	50261189
120524777	120525003
685325	685560
57856517	57856728
46384398	46384662
7047225	7047481
9483792	9484041
27167311	27167570
13069215	13069432
48136067	48136278
54793130	54793353
110283161	110283403
109531278	109531513
48357133	48357382
113430662	113430924
54798253	54798485
121084797	121085022
118813981	118814199
109865904	109866137
7261831	7262045
562289	562649
125425253	125425456
6862797	6863045
52477277	52477495
54095646	54095841
8261465	8261688
54151019	54151246
50134967	50135198
11639604	11639802
57977152	57977389
119882336	119882544
27037978	27038161
12966073	12966310
54762527	54762743
52672825	52673060
50464369	50464576
6097811	6098023
58176373	58176576
113536212	113536439
56520024	56520227
120105451	120105636
125251600	125251834
113612285	113612481
111834802	111835019
78319404	78319605
57576851	57577051
50449851	50450075
48173154	48173382
109058650	109058867
12717054	12717253
111264513	111264747
110907000	110907226
63193018	63193213
120907508	120907731
57381386	57381619
656192	656408
49524065	49524272
57607157	57607347
56040008	56040236
53902415	53902618
133757866	133758078
12857603	12857821
111332232	111332457
114418407	114418601
7959563	7959764
54601684	54601851
56334107	56334321
118275126	118275340
52374191	52374404
120639034	120639277
111374965	111375144
57852943	57853125
122232879	122233066
46122696	46122880
4966946	4967149
106617974	106618186
122492305	122492515
3409732	3409940
120868321	120868534
54595187	54595405
50505450	50505615
49629032	49629224
108957385	108957589
7053847	7053993
29470819	29470996
109011960	109012182
38532631	38532798
10902818	10903050
9966848	9967043
7074342	7074529
121548232	121548404
49482100	49482286
105446927	105447117
32908124	32908329
27537037	27537216
110243170	110243357
49330270	49330473
110888137	110888342
6888165	6888373
120666208	120666403
1905253	1905446
13515275	13515428
49318423	49318590
50171998	50172213
678991	679193
50339403	50339604
49189717	49189909
49012313	49012510
6944924	6945122
131589312	131589487
54137502	54137682
3384684	3384897
103969124	103969333
63187863	63188058
53845543	53845745
110035571	110035792
1762053	1762244
53607185	53607373
106751371	106751497
52463321	52463548
1059057	1059241
123436976	123437146
75784860	75785054
121932059	121932257
77404828	77405005
13408737	13408895
51441587	51441767
57518128	57518318
51925790	51925970
122211229	122211382
64237705	64237891
6981606	6981794
52417555	52417740
82752462	82752725
2049265	2049461
14320091	14320263
105814520	105814696
49284549	49284734
109870679	109870833
69464215	69464393
100548622	100548768
5131723	5131879
50433095	50433295
131303602	131303771
6574754	6574923
114404193	114404395
50101434	50101606
