18831	+
18832	-
30265	+
115444	-
172264	+
244082	-
246667	+
246668	-
250980	-
264577	-
281052	-
430987	-
447521	-
499855	-
499856	+
565875	-
583806	-
583807	+
595967	+
598175	-
662722	-
716037	+
778223	-
856389	+
856390	-
950249	-
972391	-
1049660	-
1100837	-
1143763	+
1143764	-
1144807	+
1144808	-
1159510	+
1165143	+
1165144	-
1201050	-
1201051	+
1250206	+
1250207	-
1263646	+
1291069	+
1409400	+
1484900	+
1520434	-
1550863	+
1554651	-
1554652	+
1574096	+
1574097	-
1589025	-
1592942	-
1594803	-
1602851	+
1628073	-
1631173	-
1669409	+
1678976	+
1681095	-
1735403	+
1753732	-
1758900	+
1770364	+
1773689	-
1773690	+
1792192	+
1821458	-
1821459	+
1834778	-
1841384	+
1841385	-
1843307	+
1896772	+
1900755	-
1901080	+
1901081	-
1904775	+
1906121	+
1914515	+
1914516	-
1929101	+
2018008	-
2114242	-
2124742	+
2124743	-
2127947	+
2148126	-
2211725	-
2233861	+
2290596	+
2295842	-
2353385	-
2404819	-
2531177	+
2538863	-
2547104	-
2572924	-
2573506	+
2573957	+
2573958	-
2575358	+
2589263	+
2618024	+
2618812	-
2686938	+
2693875	-
2702489	-
2703070	-
2707073	+
2721096	+
2730974	-
2737278	-
2775763	+
2848116	+
2848117	-
2850656	-
3005530	+
3025666	+
3116288	+
3119665	+
3149622	-
3183219	+
3196918	-
3208779	+
3209857	-
3245426	-
3251076	+
3261792	+
3269400	+
3285006	-
3285007	+
3307549	-
3307550	+
3334193	-
3383691	-
3427846	+
3427847	-
3430302	+
3583677	+
3614741	+
3698774	-
3698775	+
3717962	+
3776210	+
3779570	-
3802069	-
3812099	+
3828569	-
3828570	+
3852900	-
3852901	+
3875410	-
3875411	+
3934326	-
3947861	+
4007074	+
4007075	-
4019971	-
4030051	-
4030493	-
4101856	-
4101857	+
4171132	+
4290531	+
4298202	-
4320255	-
4645276	+
4652539	+
4810878	-
4810879	+
4892551	-
4981655	-
5169825	-
5265232	+
5376235	-
5431485	+
5506191	-
5506192	+
5596734	-
5667521	-
5704813	+
5704814	-
5729515	+
