104969	+
104970	-
142490	+
157337	+
157338	-
169060	-
169061	+
217240	+
224437	+
224438	-
234948	-
304249	+
342678	+
351474	+
351475	-
351872	+
354611	-
369529	+
389719	+
389720	-
423388	+
424046	-
496878	-
558272	+
558273	-
593319	+
593320	-
594037	-
617679	+
621236	-
625077	+
702279	-
722164	+
722165	-
722742	-
787142	-
788234	-
797682	+
797683	-
814578	+
844545	-
887840	+
894474	-
894475	+
913290	+
919946	+
962848	+
1012795	-
1145701	+
1232229	-
1236975	+
1256917	+
1257082	-
1309655	-
1364551	+
1364552	-
1367676	-
1397398	-
1397399	+
1399145	+
1424727	-
1424728	+
1427121	-
1427122	+
1437088	-
1524361	-
1555449	-
1555450	+
1593785	-
1596661	+
1596662	-
1604745	+
1604746	-
1641582	+
1687187	+
1734172	+
1823710	-
1870132	+
1996147	-
2132825	+
2158973	-
2158974	+
2196488	-
2354306	-
2383392	-
2403978	-
2449164	-
2459103	+
2461411	-
2482162	-
2506057	-
2506058	+
2557333	+
2599304	-
2634869	-
2634870	+
2700075	-
2744800	-
2744801	+
2750402	-
2761702	-
2761703	+
2791592	+
2846717	+
2854559	-
2903331	+
2912109	-
2916848	+
2952923	+
2952924	-
2953104	+
3005929	+
3032291	+
3090407	+
3122592	-
3122593	+
3126760	+
3148623	+
3148624	-
3157886	-
3158048	+
3163378	-
3163434	-
3229948	+
3251858	-
3251859	+
3279961	+
3293148	+
3293260	+
3305281	+
3372605	-
3403672	+
3411310	+
3411311	-
3411348	+
3433493	-
3441266	+
3478207	-
3508454	-
3508455	+
3571399	-
3732953	-
3732954	+
3742791	+
3742792	-
3745443	+
3785906	+
3800105	+
3813691	-
3835355	+
3903308	-
3912478	-
3933506	-
3933507	+
4008823	-
4053774	-
4053775	+
4079621	+
4156299	-
4159440	-
4162770	+
4211030	-
4276433	-
4354443	+
4487478	-
4496798	+
4550892	-
4670580	+
4679287	+
4723810	+
4806468	-
4806469	+
4826174	+
4849057	-
4908778	-
4936994	-
4936995	+
4950395	+
4957855	-
4958053	-
5057522	+
5078731	+
5107178	+
5107179	-
5115546	-
5115547	+
5121665	-
5144034	+
5144035	-
5175607	-
5175608	+
5275931	-
5303671	-
5325614	-
5325624	-
5337980	-
5384672	-
5388726	+
5388727	-
5430995	-
5430997	+
5471373	+
5471374	-
5571827	-
5571828	+
5611028	+
5626664	+
5733171	+
5746812	+
5766692	-
5766693	+
5856686	+
5907118	+
5938732	+
5963504	-
5963505	+
5965412	+
5999658	-
5999659	+
6000751	-
6057869	+
6057870	-
6087377	-
6131916	-
6131917	+
6225357	+
6288155	+
6367150	-
6418204	-
6419935	+
6462165	+
6505544	-
6547463	-
6547464	+
6557363	+
6578160	-
6582850	+
6585097	-
6585098	+
6585244	-
6621327	-
6677226	+
6677227	-
6700291	-
6712428	+
6724936	+
6759589	+
6772705	-
6797395	-
6805505	-
6805506	+
6873545	-
6917484	-
7095363	+
7203388	-
7234602	-
7239206	-
7239207	+
7271124	+
7615885	-
7673544	+
7709343	+
7709344	-
7723419	+
7747447	+
7779471	-
7814138	-
7814139	+
