19122327	+
19172922	-
19186073	-
19196407	+
19203004	+
19218094	+
19218095	-
19237552	+
19319320	-
19391948	+
19480568	-
19531814	+
19645499	-
19664948	-
19690971	+
19724718	-
19728411	+
19815225	+
19815226	-
19860216	-
19860217	+
19922099	-
19976953	-
19981691	+
20135743	-
20135744	+
20139137	+
20139138	-
20161736	+
20161985	-
20161986	+
20222217	+
20244296	-
20263375	+
20463126	-
20463127	+
20501445	+
20534012	-
20534468	-
20534469	+
20542073	-
20559028	+
20632299	+
20679649	-
20702033	-
20702908	+
20702909	-
20707822	+
20756575	+
20771650	+
20771651	-
20812690	+
20840981	-
20965799	+
21002895	+
21011827	-
21030985	+
21069446	+
21156644	-
21156645	+
21265013	+
21402846	-
21402847	+
21499126	-
21499127	+
21517865	+
21561965	+
21834107	+
21834108	-
21896479	-
21912488	+
22053249	-
22053250	+
22077336	-
22184128	-
22199693	+
22199694	-
22251003	+
22264044	-
22312301	+
22329086	+
22452922	-
22453117	-
22466279	-
22480566	+
22681384	+
22694163	+
22750124	+
22771092	+
22771093	-
22830560	+
22830561	-
22852642	-
22852643	+
22956926	+
23037615	-
23043709	-
23144141	-
23204373	-
23363287	+
23370417	-
23370418	+
23375710	+
23392191	-
23472189	-
23516502	-
23521938	-
23594571	-
23594572	+
23629945	+
23733534	-
23733535	+
23734985	-
23750280	-
23893956	-
23893957	+
24041043	+
24041044	-
24075556	-
24085311	+
24085312	-
24152995	+
24242072	+
24242073	-
24282012	-
24290106	+
24304612	+
24324097	-
24352616	-
24424811	+
24444993	+
24467091	-
24473874	-
24473875	+
24495693	+
24495694	-
24525613	+
24587018	-
24627743	+
24668148	+
24745622	+
24767074	-
24771200	+
24792501	+
24794436	-
24794437	+
24803149	-
24803150	+
24849440	+
24869281	-
24887793	+
24887794	-
24894222	+
24897832	-
24938286	-
24995654	-
25028587	-
25112020	+
25201416	+
25201417	-
25212471	+
25227581	-
25245700	-
25245701	+
25254495	-
25254496	+
25258164	+
25258165	-
25268399	+
25268400	-
25302297	-
25302298	+
25311316	-
25315571	+
25316205	+
25510521	+
25571693	+
25575764	+
25579223	+
25579498	+
25636808	-
25641402	+
25661936	-
25688493	-
25735337	+
25766807	-
25861674	-
25861675	+
25878140	-
25878141	+
25950070	-
26033027	+
26084131	+
26084132	-
26112637	+
26112638	-
26132748	-
26148766	+
26148767	-
26257707	+
26374701	+
26410749	-
26417243	-
26473645	+
26479743	-
26506637	-
26646717	-
26649865	-
26669674	-
26669675	+
26759021	+
26759022	-
26762071	+
26762072	-
26796522	-
26931575	+
27033889	+
27056907	+
27062444	+
27084356	-
27180194	-
27180195	+
