186181787	186182049
94801438	94801738
94279588	94279850
172795227	172795497
66719083	66719317
172714180	172714404
186955087	186955323
159861387	159861670
111002930	111003171
200479327	200479555
116681723	116681995
115681602	115681864
201762191	201762455
200457867	200458116
151707566	151707826
203671246	203671520
173171568	173171795
244436365	244436623
172398547	172398796
152114527	152114774
202088118	202088384
111038674	111038908
205888176	205888415
166879705	166879932
32429747	32429987
145421717	145421941
78580115	78580364
23871269	23871512
153545044	153545310
205225351	205225578
159130853	159131088
48702596	48702811
113258972	113259196
211828587	211828831
151974256	151974491
207085897	207086134
165042698	165042929
165883484	165883705
29208633	29208895
211854131	211854353
212650565	212650806
204332841	204333087
173389499	173389777
90452825	90453049
225960040	225960292
205294590	205294848
100173166	100173393
240061495	240061725
156553908	156554123
156100133	156100401
26718040	26718264
8374393	8374639
109055194	109055408
110316342	110316588
93324502	93324738
214502236	214502456
199653886	199654104
26928937	26929163
94095119	94095353
153324994	153325229
182753784	182754002
211308755	211308976
162583550	162583780
109440820	109441015
52468037	52468254
202688768	202689010
44229192	44229425
113683206	113683440
162025832	162026090
207355262	207355502
186451892	186452124
203840249	203840468
151940532	151940767
108668205	108668446
156859966	156860193
151808972	151809190
117827282	117827511
29203749	29203979
151906569	151906803
93770282	93770501
154642227	154642457
145457277	145457508
145059045	145059250
66708374	66708657
169317745	169317969
221651461	221651714
158094829	158095055
156695644	156695862
183592405	183592634
109186230	109186451
59118318	59118550
154452364	154452600
112312231	112312446
214758575	214758781
66912150	66912386
110319534	110319772
150022641	150022857
117117310	117117533
213168907	213169117
46993732	46993977
233576686	233576906
66424637	66424862
151416411	151416632
201528851	201529091
180485045	180485272
10488175	10488392
66153429	66153661
233926901	233927135
152158118	152158342
209866298	209866535
212541405	212541621
168572812	168573048
11702542	11702762
112933520	112933784
23425288	23425538
156577937	156578151
183885178	183885396
204096824	204097060
110088967	110089195
184774791	184775027
101754042	101754262
23963971	23964192
117610480	117610717
100925140	100925358
165562252	165562471
207672912	207673137
78610827	78611048
31895631	31895861
153959264	153959480
8035401	8035633
70975842	70976052
41314285	41314503
180148038	180148253
68585938	68586163
12184914	12185146
226163730	226163963
95267593	95267832
39568286	39568495
174739198	174739405
68808493	68808710
152430945	152431162
