170832	-
198478	-
238894	+
247778	+
247785	-
247814	-
259548	+
260080	-
305092	+
305598	-
311139	-
311389	+
311401	+
337092	-
344427	+
344427	+
346321	+
352755	+
354479	+
354479	+
361747	+
362672	+
369082	-
378596	-
388710	-
389572	+
394380	+
401433	-
402105	-
402657	+
413483	-
413629	+
441491	+
457202	+
468335	-
469184	-
483617	+
487577	+
515151	-
522569	-
523952	-
524155	+
524470	+
525642	-
529761	-
541488	-
541523	+
542527	+
548111	+
548988	-
558880	+
570005	+
576330	+
576670	+
576670	+
576672	+
577471	+
577813	-
583389	-
587790	-
589147	+
589641	-
594031	+
595875	+
597529	-
615515	-
616247	-
621488	-
623099	-
623274	-
626308	+
626315	-
626357	-
631196	-
634041	+
634041	+
634041	+
634043	+
634299	+
646426	+
648232	+
648239	-
648239	-
650240	-
650336	-
652386	+
653565	+
653565	+
653568	+
655153	-
656027	-
665432	-
665494	+
669756	-
680607	+
682498	-
687104	+
690386	-
690959	+
692685	-
704576	+
704774	-
709197	+
709205	-
709208	-
710017	+
712963	-
714758	-
714762	-
717585	+
718515	+
719831	+
719838	-
723233	-
723979	-
742856	+
756247	+
756470	+
756596	+
756762	+
791970	-
796036	+
796842	-
796843	+
796843	+
796843	+
796845	+
799806	-
800853	+
802200	+
803780	-
814193	+
814591	+
815212	-
815757	+
821067	+
821776	+
821907	-
821973	+
822257	-
822926	-
822927	+
823170	-
827910	+
827910	+
829146	-
837389	-
840315	+
841210	+
846416	-
847699	+
853954	-
864646	-
867958	+
875760	-
892633	+
892688	+
892695	-
892887	+
900711	+
918961	+
925794	-
927502	-
932346	-
934716	-
941383	-
954423	+
954531	+
969675	-
981868	-
982060	-
996482	+
1008519	-
1018765	-
1020323	+
1026832	+
1032517	+
1039194	-
1042198	+
1086542	+
1086827	+
1087985	-
1089177	-
1089253	+
1089260	-
1103874	+
1106402	+
1128514	+
1149492	+
1163160	-
1163814	+
1165739	-
1166162	-
1167418	+
1190282	+
1193738	+
1193750	+
1210827	+
1226474	-
1246967	-
1247000	-
1256861	+
1274097	+
1274316	+
1275280	+
1280641	-
1280972	+
1290141	+
1291972	-
1294149	+
1294151	+
1294315	-
1294316	+
1294318	+
1298930	-
1298933	+
1301389	+
1301903	+
1301904	-
1303869	+
1309727	+
1340933	-
1356507	-
1367678	-
1367679	-
1370461	+
1383876	-
1388477	+
1396639	-
1399896	+
1407028	+
1409644	-
1425304	+
1426992	+
1427454	+
1430415	-
1450389	+
1450865	+
1450872	-
1452461	+
1459547	-
1471767	-
1474537	+
1484418	+
1484428	-
1496185	-
1517468	-
1517720	-
1518527	+
1518588	+
1537945	+
1547523	+
1550105	-
1556211	+
1573935	-
1583996	+
1585179	-
1589239	+
1614427	-
1614837	+
1641413	-
1641857	+
1641937	+
1646251	+
1649456	-
1651333	-
1653093	-
1665673	+
1715102	-
1716173	-
1716409	+
1717232	+
1757601	-
1757695	+
1758048	+
1758055	-
1759533	-
1783132	+
1784254	+
1789004	-
1789737	-
1792398	-
1803909	-
1804291	+
1805580	+
1811379	+
1826514	+
1826515	+
1826517	+
1827388	-
1834134	-
1841160	-
1852282	+
1858196	+
1859129	+
1862248	-
1862252	-
1871586	-
1872837	-
1872843	+
1872957	-
1875414	+
1877701	+
1890705	+
1892907	-
1894037	-
1902558	+
1917657	-
1924051	-
1930349	+
1930643	-
1931666	-
1937903	+
1968152	+
1973817	-
1984972	+
1987524	-
1987525	+
1987525	+
1987525	+
1987527	+
2002779	-
2060846	-
2067434	-
2067435	+
2075707	-
2099812	-
2100391	-
2105481	-
2105541	+
2106513	-
2108373	-
2112880	+
2119823	-
2143691	-
2147896	+
2153363	+
2153370	-
2160543	-
2171458	-
2176467	-
2177002	-
2178670	+
2181604	-
2188335	+
2190833	-
2236847	+
2262923	-
2262926	+
2266337	-
2273533	+
2275867	+
2286615	+
2286651	-
2295808	-
2310919	-
2311048	+
2320241	+
2320668	+
2320948	+
2327657	+
2327991	+
2327998	-
2330566	+
2332648	-
2332649	+
2332720	+
2351334	-
2353187	-
2353193	-
2363677	-
2363678	-
2365459	+
2368179	+
2372028	+
2376247	+
2378434	-
2381132	+
2381132	-
2381169	+
2384533	-
2399259	-
2416455	-
2435577	+
2437706	+
2444356	-
2444357	+
2444357	+
2444359	-
2476212	+
2505080	-
2505202	+
2515254	-
2516952	-
2541043	+
2569796	-
2580552	+
2592811	+
2615863	+
2623534	+
2627695	+
2627702	-
2627702	-
2628355	+
2644264	+
2668803	-
2668804	+
2671021	+
2672250	-
2673181	-
2674186	+
2674916	+
2675830	+
2678871	+
2679793	-
2679798	+
2681959	+
2682001	+
2682473	-
2682475	-
2682533	+
2686961	-
2686965	-
2690475	-
2690479	-
2719301	+
2720515	+
2723343	-
2723907	-
2723910	-
2730464	+
