90883	+
104971	-
104972	+
104974	+
107314	+
126933	-
142493	+
142493	+
142526	-
145073	+
145712	+
155721	-
157339	-
157340	+
157342	+
168807	+
169055	+
169065	-
183793	-
184204	-
188864	-
188985	+
190777	+
197468	+
208651	-
209033	-
209547	-
217243	+
217243	+
217245	+
219438	+
219603	-
224442	+
225627	+
227544	+
228213	+
254005	+
285129	+
285555	+
287034	-
287035	-
288172	+
290055	+
291725	+
292769	-
298017	-
300707	+
303087	+
306809	-
308410	-
316717	+
327379	+
327380	-
329133	+
330297	-
340663	+
341121	+
342443	-
343366	+
351476	-
351477	+
351874	-
352504	+
352590	+
354606	+
357434	+
357705	-
359380	-
368992	+
369860	-
379931	-
380417	+
382463	+
383055	-
383059	-
389721	-
392660	+
400164	+
400296	+
402420	+
404339	+
423958	-
424063	-
424839	-
426978	+
432160	+
432321	-
437367	+
438295	+
438548	+
441801	+
442468	+
443712	-
444958	-
446324	-
446601	-
446738	-
446871	+
447355	-
447388	-
449239	+
449242	+
452612	+
465628	-
471552	+
473457	-
474433	-
487307	+
499756	-
504399	-
505561	+
511651	+
511652	+
515455	+
515508	-
529125	-
533678	+
533779	+
550112	+
551561	-
558274	-
558275	+
558277	+
562180	-
572905	+
577338	-
586161	-
587220	-
593321	-
593322	+
598433	-
602874	-
613405	-
617681	-
617682	+
620273	-
621231	+
625079	-
629021	-
640875	-
692708	+
692811	+
697442	+
701449	+
702281	-
702287	-
716400	-
722166	-
722167	+
722167	+
722169	+
729139	+
729185	-
747699	-
753645	+
755768	+
757547	+
757710	+
763629	-
765376	+
774216	-
774231	-
775528	-
784688	+
784777	+
784855	-
787137	+
795270	+
797684	-
797685	+
800166	+
814580	-
819748	-
819888	+
853488	-
854458	-
859496	-
868591	+
876755	+
878684	-
882731	-
890649	+
894476	-
901865	+
903734	+
905987	+
913292	-
913417	+
913755	-
927736	-
935196	-
940575	-
941947	+
953147	-
960205	+
961787	+
962642	-
964808	-
982289	+
1004340	-
1007662	+
1012796	-
1020064	-
1028711	+
1045875	+
1046524	-
1046525	-
1057019	-
1058159	-
1066985	+
1073980	+
1075725	-
1081396	-
1087804	+
1095744	-
1097314	-
1108036	-
1109525	-
1110067	+
1111547	+
1125337	-
1130936	-
1131002	-
1131318	+
1132760	-
1144938	+
1145704	+
1146621	-
