61982	-
62744	-
68533	+
72843	+
72843	+
78761	-
81339	+
82528	-
84818	+
88943	+
112389	-
113373	-
113376	-
113555	+
115767	-
115841	-
115842	+
116589	+
117116	+
118652	+
121346	+
121357	-
121396	-
121626	-
122415	-
123323	+
124083	+
127916	+
127916	-
127960	+
127962	+
129199	-
131188	+
131423	-
134748	-
137071	+
141986	+
143452	-
145951	+
147052	+
147059	-
147060	-
147063	-
147809	-
150615	-
151327	-
154753	+
157203	-
157204	+
157204	+
157205	-
167180	+
167927	-
167929	-
167930	+
167932	+
170059	+
170748	-
193197	+
193204	-
193648	+
202319	-
203760	+
212930	+
214350	+
218566	-
230403	-
230404	-
230407	-
230601	-
230604	+
231301	-
231565	+
231572	-
235492	-
235993	+
238034	-
238847	+
240982	+
275123	+
284478	+
284959	-
298580	-
309187	-
309304	-
310981	+
312658	+
316929	-
319808	-
323343	-
323349	+
329913	-
330522	+
330989	-
333042	-
333419	+
333419	+
337263	+
346373	+
346487	+
346895	+
347606	-
350713	-
351344	-
351348	-
352592	+
353860	-
353861	+
360966	+
368632	+
371319	+
372120	-
372938	+
372940	+
375299	-
387839	-
390481	-
390484	-
392929	+
402142	-
402292	-
402699	-
403537	-
403687	-
409166	+
410148	-
410151	+
410445	+
412314	+
412352	+
413357	+
416357	-
416360	+
416587	-
424202	+
424677	+
425975	+
426125	-
428587	-
429139	+
429141	+
429561	-
429679	+
433599	+
433599	+
436074	-
436400	-
439653	+
448022	-
452103	-
455070	-
461589	-
463705	+
463740	+
466533	+
475172	-
475176	-
475309	-
475310	-
479986	+
492724	-
494345	+
504698	-
514241	-
518887	-
518890	-
521229	+
521462	-
532430	-
533234	-
534156	-
537877	+
537884	-
537884	-
541426	+
545526	-
555861	-
556352	-
560383	+
564229	-
564715	+
568848	-
569564	+
570409	-
570412	+
570415	+
570415	+
573200	+
573568	-
574471	+
574913	+
575311	-
575497	+
578206	-
578209	-
578270	+
578465	+
578561	-
578618	-
578714	-
579503	-
583900	-
584123	-
587880	-
588447	-
588822	-
589518	+
590477	-
591096	-
591099	+
591148	-
591221	-
593849	-
593885	-
598738	+
598934	+
600222	+
600222	+
600362	+
601909	+
601949	-
601954	+
605754	+
606033	+
606040	-
606491	-
607479	+
608282	+
608285	-
608603	-
609081	+
609760	-
609762	+
609926	+
610080	-
610343	-
610989	-
612214	-
616394	+
616651	-
616767	-
622436	+
622436	+
623087	-
625144	-
625410	+
625597	+
628965	-
628968	+
629257	-
629258	+
629901	+
630024	-
634233	-
634397	+
634656	-
635611	+
636524	+
636914	-
637051	+
639080	+
639083	+
641403	+
642532	-
642535	-
642536	-
643983	+
645354	+
649434	+
650280	-
651044	-
659867	+
661112	+
661243	-
661258	+
661511	+
667977	-
669879	+
671650	-
675217	-
675239	+
679829	-
679832	-
681067	+
681136	+
688482	+
691783	-
692100	-
692101	-
692462	-
693165	-
693165	-
695582	-
696121	-
696665	+
700179	+
702255	-
702325	+
702328	+
703284	+
703287	+
703324	-
703325	-
705214	-
707225	-
707438	+
