10857321	+
5141966	+
7897306	+
16791325	+
17189703	-
10864077	+
7088035	+
18466385	+
10140731	+
13218829	+
9927467	+
13358234	-
9898628	+
6217037	+
9283759	+
18282253	-
9499222	-
5633694	+
16550626	-
11334681	-
18314482	-
10284285	+
16456522	-
10146183	-
5394693	-
14352376	+
9464777	-
16667111	-
17203632	-
11264079	-
5887193	+
8840535	-
6768916	+
6151057	-
7436802	+
14364899	-
17951618	+
9920987	+
16813284	+
11362058	-
14452583	+
7805684	-
15106094	+
15806796	+
11449689	+
7746422	-
9375982	-
14713199	-
5025180	-
10612021	+
13759055	+
8154044	+
13147992	-
14727629	+
9810758	+
6274996	-
9617773	+
6126586	-
17883120	+
10460881	-
17883292	+
9156549	+
14648865	-
18394490	+
10628185	-
6435634	-
9314055	-
13979179	-
6837814	-
14966458	+
7850143	-
12023939	-
17890777	+
8281524	-
9923015	-
16155439	+
9362042	+
9698836	-
9275064	+
7928067	+
10424425	-
17124730	-
10695338	+
9802205	-
10364595	-
12292923	+
9208127	-
6167372	+
16122466	-
19863794	+
8540050	+
16845266	+
9544757	-
9739436	-
14333844	-
5359883	+
5466940	+
14270379	+
10724995	+
10988193	+
10701768	+
18698827	-
15014161	-
16161020	+
14041764	+
15824585	-
16138664	-
13933421	+
16530452	-
12949487	+
15160767	+
15003735	-
15808180	+
19820689	-
14364360	+
16501983	+
5699393	+
14405584	-
14232666	-
13525158	+
6184743	+
14957731	+
8864387	+
9288577	+
11267563	+
7016197	+
14014092	+
17620947	+
5126915	+
6577204	-
6832011	+
9851810	+
5289757	+
10840440	-
15174914	-
8756796	+
13924204	+
7079233	+
7521054	+
18064343	+
7475154	+
5111650	+
5533776	-
9574720	-
8043237	-
6586646	+
9984670	-
10224553	+
12078576	+
18599271	+
14399354	+
6487416	-
11619937	-
9514143	-
6292283	+
5376227	+
7022016	+
7755299	-
7464538	-
8397297	+
13704557	+
13782066	-
6824417	-
18735781	+
8703890	-
14135402	-
16175164	+
18305606	-
6919676	-
8399593	-
13988130	+
10935419	+
12272688	-
18024851	+
19092853	-
5466527	-
6366576	-
5492650	+
8642993	-
14344355	-
16667112	+
17190775	-
10689736	+
6518548	-
7680340	-
13692463	-
10278695	-
10794061	+
10401272	-
14685971	+
9507455	-
7169588	+
9638672	+
13957368	-
5384578	+
14374216	+
8187741	-
7411032	-
11304946	-
13908773	-
12802222	-
15349690	-
12384410	+
14744418	+
7602057	-
15994226	-
19445210	+
8570483	+
14351559	-
10736276	+
16934335	+
8220838	+
8474116	+
7887381	+
14042549	-
16906572	-
6143957	+
9269362	+
14108785	+
7682532	-
7816564	-
10215640	+
5738876	-
12377200	-
5051528	-
7344656	+
7774075	+
8340316	+
9417978	+
