25708208	-
25981906	+
26087238	+
29046502	-
26821900	+
28705842	-
17258398	+
27907502	+
22194147	-
29042310	-
18979888	+
19078929	-
19105945	+
26867908	-
27546594	-
28258549	-
27444332	-
17747730	+
20025119	+
25928919	-
19549386	-
19912619	-
21220023	+
27175865	+
25680968	+
28420706	-
18345629	-
22203291	+
29543356	-
17400289	+
19225321	+
26220447	-
25972818	-
26080359	-
26578838	-
27090909	+
18044725	+
21829584	-
19241592	-
29716574	+
22194689	+
28106443	-
28978056	+
28134960	+
22100409	-
26974034	+
18864301	+
25930362	+
29773790	+
22202739	-
29852543	-
25377121	+
26195788	-
19417388	+
19669969	-
28353887	+
28431690	+
17598165	-
17936997	-
26695313	-
17413037	+
18529037	+
18529085	+
20224244	-
20224292	-
26553732	-
17247757	+
21353416	-
22033267	+
25334951	-
17715720	+
21307995	+
25409606	-
27946370	+
17997469	+
21900139	-
17763703	-
21183483	+
17028293	+
17794507	+
27369827	+
21743921	+
26719825	+
17633157	+
20994697	+
25959380	-
18899786	-
21360508	+
20078730	-
21363189	+
22009944	-
26815411	-
27918832	-
25920700	-
17545305	-
17959710	+
18935228	-
19045931	+
25896496	+
19538826	-
21296888	+
25524735	+
28339101	+
20020172	-
25783010	+
17059117	+
18021155	+
18466928	-
18645587	+
20285427	+
19266335	+
22007365	-
25917825	-
20515883	+
27618348	-
26235312	-
27054011	+
21130463	+
27864167	-
20896371	-
25410611	+
27296803	+
18973822	-
19084991	+
19099883	-
17840911	-
17426802	+
27697320	+
22124851	-
19013059	-
19139221	-
25464257	-
18221066	-
25660040	-
25821416	+
18694914	-
17217900	-
18284397	-
27229319	-
17606584	-
26826383	+
17050237	-
20703338	+
25735177	+
26747524	-
27940601	-
19370724	+
27073969	-
26175998	+
18151732	+
25927062	-
19920098	+
17041535	+
18955788	+
19025367	-
28090271	+
27921355	-
17947443	+
27570913	+
27621495	-
17889077	+
29852568	-
20130237	+
21145475	+
18381264	-
20369675	+
27891214	+
26652397	-
20581905	+
17003772	-
21724491	+
21055928	+
25936815	+
28452458	+
19014520	-
19140691	-
17897775	+
27443088	+
17448699	-
26246382	-
26696902	+
19318368	-
29866663	-
18059838	-
25972790	-
26080331	-
18635078	-
21243759	-
27033627	+
18280118	+
21813050	-
19657355	-
17019084	-
17526159	-
17328463	-
26220269	-
21342501	+
25324047	+
27919549	-
27456978	-
19666002	-
27579397	+
17822679	-
19283095	+
25758103	-
26800733	-
26160962	+
28804318	+
18302131	+
18615882	+
20448925	-
25289671	-
29733160	+
20493029	-
20771457	+
17652242	-
17395644	-
17498958	-
18292348	-
27182058	-
17584600	+
27280702	-
21191515	+
27528624	+
29072285	-
19913595	-
27418293	-
27900026	-
17489654	-
18063706	-
21416424	-
19350556	-
28281699	-
