27254282	+
22536411	+
32203684	+
31630287	-
33238530	+
34733721	-
29131587	+
32977098	-
22376240	+
34747139	-
30744861	-
33158371	+
24164478	-
33357931	+
34817751	-
28937189	-
25747679	+
34294167	+
26758389	-
30749080	-
33975672	+
22254983	-
26980759	+
33238670	-
34720167	+
22111951	+
26212794	+
32460919	+
34722608	-
24366724	-
28105007	+
20324155	+
29894470	-
32553043	-
34312923	+
33103719	+
29237831	+
23807016	+
30226910	-
27653181	+
29073500	-
28205946	-
30207484	-
25418166	-
33864439	+
28222531	+
31713483	+
23493383	-
32953269	-
23385538	+
29132314	+
27259638	+
34978272	-
27174056	-
31222196	-
31222206	-
31416973	+
31941730	+
33824841	-
32562284	+
22696803	-
29175379	-
33403695	-
22461715	-
25059950	-
30281648	-
30640738	+
33829938	-
20633513	-
34289197	-
34720078	+
32902954	-
30671132	+
34199087	-
28088391	+
32719932	+
24921586	+
25921814	-
25336545	+
22015488	-
24524700	-
27487223	-
33047567	-
33901907	+
32570988	+
29889494	+
26686384	-
21797400	+
22372076	+
26794223	+
33651427	+
25886619	-
23747087	-
33415163	+
21413272	-
31781391	-
22536410	-
23385537	-
32203683	-
23718132	-
28142104	+
29424114	-
28206650	+
25448693	-
34602962	-
25397621	-
30660757	-
31248789	-
31978728	-
34801201	+
24389131	-
28089668	-
32363095	+
21934228	-
33044612	+
20880187	+
24825283	-
33822655	-
21816068	-
28221938	+
21792531	+
20170971	-
20938105	+
21410100	-
22343833	-
24871285	+
25791180	+
29569066	+
29709824	-
30625366	+
32071868	+
34029109	-
23269898	-
25458664	+
32226867	+
20553312	-
25341115	-
24533421	-
26656224	+
27268237	+
33756357	+
33037226	+
30277547	+
30690980	+
33612716	+
21548546	+
24886892	+
32388509	+
33890566	+
27080977	-
32332243	+
34572252	+
34366507	+
27538612	-
24564602	+
26979908	+
26268629	+
24503681	+
34852343	+
33319944	+
31180206	-
32471041	+
20694865	+
28046434	+
33443821	-
32528624	+
30848942	+
32843332	+
32866086	+
29708762	-
31809663	-
32685937	-
32830116	+
20157552	-
33355562	+
24773783	-
21874701	-
21422696	-
31621322	-
32965865	+
34569353	-
20851579	+
30016537	+
31406748	+
24950536	-
25066894	-
26412254	-
29565707	-
32498962	-
22376180	+
25281987	+
31333708	-
26806481	+
33592503	+
28282519	+
31316395	+
33057411	+
34662899	-
30892477	-
26661058	+
32843129	+
22604810	+
21402140	+
20094726	-
33872164	-
26157487	+
27282968	-
34436668	-
24816132	+
20541545	-
33279916	+
20065326	+
29849774	+
30025144	+
34852447	+
33948230	-
30835193	+
26980758	-
31567205	-
27241229	-
30413630	-
34852564	-
33215085	+
34733291	+
22197400	+
20212657	+
28133392	+
32357285	-
34453427	+
27967551	-
25098118	-
23716265	+
28207652	+
28763729	-
20173972	+
26396794	+
29462098	+
27012176	-
31132111	-
26046506	+
30462493	+
32061722	+
34100235	-
28214922	-
22314083	+
34453649	+
34504554	+
22802898	+
22937204	+
20083967	-
22955426	-
22957337	-
31357374	-
20156069	+
32650819	-
30728195	+
24904336	-
32369093	-
20203580	-
33472565	-
20980509	+
30547252	-
32514257	-
33630838	-
29850861	-
34868178	-
28849229	-
20180847	+
28430128	+
30234274	+
23384958	-
27938162	-
29591173	-
34324555	-
33973495	-
32558218	+
27244775	+
22761817	-
25573973	-
27244075	-
31621375	-
21154777	-
21993922	-
24844318	-
20458585	+
33674100	-
34914371	-
29201899	+
30872493	-
34738461	+
34168408	-
23893262	-
31924112	+
31972975	+
32918785	+
27017275	-
30490489	-
33109790	-
34513766	-
20190027	+
21354448	+
32455658	+
32481471	+
33974414	+
29981398	-
32105549	-
33212295	+
33274228	+
20834209	+
26222929	+
34745060	+
32485469	+
25485865	+
30908049	-
22391348	+
28256988	+
33260298	-
33525875	+
20512123	+
27640548	-
30872186	-
21207796	-
23294150	-
27235021	-
33690652	+
22424989	-
27335860	-
31499003	-
31562358	-
33562046	-
33537787	+
34796991	-
30593649	+
30730648	+
20295369	-
22631894	-
20126942	-
22708974	-
28838740	-
29915525	-
31628780	-
28461261	+
29189870	+
32919790	+
27319640	-
31181095	-
33934094	-
28337901	-
29109884	-
31932167	+
27840916	-
33643164	-
28334207	-
30233539	+
34660953	+
30016209	-
30670445	+
20694864	-
24168761	-
34499809	-
22769228	+
33331229	+
22275480	-
24685103	+
33035113	+
31607015	+
26722563	+
32830179	-
23061392	-
26218890	+
34852363	+
22753623	-
28585863	-
33802738	-
20939326	-
30301504	+
28834913	-
32827989	+
34786945	+
22436843	-
32460071	-
32643761	-
24596476	+
31582082	+
25721321	+
31601905	-
21319384	-
24545469	+
27522881	+
25162179	+
29334236	+
33394972	+
32856707	-
23708444	+
20387613	-
26940011	-
34394222	-
27340127	+
27560851	+
34361343	-
34025766	+
34385645	-
34025824	+
34722925	-
34007581	+
23047395	-
30820155	-
32277304	-
24120991	+
31445004	+
34397523	+
30838073	+
20036191	+
26588791	-
29503604	-
25226299	+
30118201	-
28215892	+
28566609	+
29190040	+
25308729	+
34237594	+
25458663	-
23298191	+
22770076	-
30117557	-
28275049	+
31806536	-
32095131	-
32910388	+
34404634	+
20015847	-
29070239	-
32379840	-
21596655	-
29677467	-
34542523	-
27463977	+
27195529	-
21455856	+
23918581	+
27272794	+
20518968	-
21263194	-
33324774	-
21528134	+
27862291	+
33440387	+
33848132	+
21227910	-
22769651	-
27613035	-
24947445	-
32105517	-
31454352	-
26818848	-
34658525	+
32843825	+
23997444	+
25367013	+
33168112	-
34030899	-
32500201	-
33043596	+
34389643	-
29426824	+
31259885	+
34813459	+
30251489	-
32429746	+
32741067	+
33775620	+
21371093	-
28002702	-
28357001	+
34060468	+
22248269	-
32845197	-
32857958	-
23380067	+
30552475	+
30641094	+
33780198	+
33899543	+
24803185	-
25155662	-
25256526	-
32268913	-
23007226	+
24584614	+
27769584	+
20599589	-
23048016	-
30909851	-
32991332	-
33208079	-
32210075	-
32290832	+
21060356	-
21548147	+
22017930	-
26114085	-
26323467	+
28979320	-
29636174	-
29997955	+
31334285	-
32458543	+
32866547	-
34231260	+
30733941	+
33422830	-
20324367	+
23253373	+
28028821	+
28056373	+
26467414	+
31836256	-
34351370	-
34630660	+
23586011	-
20817716	-
22704134	-
27581407	-
31603785	+
33325773	-
26900360	+
30007506	-
25688539	+
33290908	-
22474426	-
27877693	+
34477590	-
26127709	-
22195292	+
29469608	+
28088846	+
30195152	-
30987083	-
31061051	-
25340822	+
21304136	-
30309514	+
32396010	+
26028244	-
28244705	-
31409714	+
31971297	+
34397519	-
34575122	-
31641085	+
29912401	-
32485468	-
22154648	+
30905372	-
30131342	-
20577470	-
21052445	-
24595018	+
25899753	-
25960587	-
25991385	-
28239141	+
28670580	-
30000287	+
23005005	+
30872369	+
20165593	+
23649142	+
29523521	+
33357917	+
23375314	+
20255927	+
25580928	-
33855119	-
34212629	-
20285244	+
28430454	-
30165559	-
30312700	-
33947957	+
34554081	-
25996745	-
24705939	-
27945604	+
28619533	+
30016770	-
30075776	+
30169706	+
32746544	+
32970199	+
33153337	+
33390416	+
24338620	-
27487104	-
30642691	-
32010292	-
28408358	-
32492706	+
24835360	-
22419689	+
27797834	-
20249872	-
24102620	-
30733088	+
32309203	+
34143268	+
27635796	+
30890654	+
33607086	+
34381154	-
34587731	+
31358138	+
21029950	+
24630124	+
33832873	+
25336914	+
27229559	+
29424255	+
29966934	+
22737113	+
29462224	+
34216302	+
34292715	-
34483089	-
20820571	+
23421352	+
25579371	-
25933721	+
32174634	-
22980860	-
32471600	+
28796697	-
25458467	-
20864773	-
21417448	-
32123532	-
34385396	-
34404522	+
29119719	-
31836473	-
34785854	-
25860192	-
34100738	+
24712831	+
25608844	-
20536100	+
22072937	+
23921600	-
30832220	-
33587386	-
21421481	-
23464209	+
27091872	-
33821967	-
31096362	-
31630137	+
32286826	+
33556682	-
23503965	-
30938211	+
32333778	-
32801876	-
26359816	-
26404095	-
34207762	-
32832006	+
25354883	+
30480792	-
23282105	-
30840296	-
31117282	-
22102880	+
23275181	+
27851004	+
30156516	+
31413812	+
33638079	+
23719816	-
25416504	+
